web_scraper_order,web_scraper_start_url,link,prix,adresse,image_lien,details
"1766772204-542","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4368816","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4368816_uploaded_image1_1694188598.jpg","Femelle"
"1766772207-543","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahman-hermine-4369295","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4369295_uploaded_image1_1694214443.jpg","Trio brahman colombia pure sang"
"1766772211-544","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-culbutant-francais-4378163","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4378163_uploaded_image1_1694787558.jpg","Couple culbutan francais  reproducteurs"
"1766772213-545","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereau-4381621","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4381621_uploaded_image1_1695057585.jpg",""
"1766772215-546","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-4384422","20 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4384422_uploaded_image1_1695232906.jpg","Femelle"
"1766772218-547","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-4389249","25 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4389249_uploaded_image1_1695564020.jpg","Je vide mes poules de races brahman pour cause de départ"
"1766772220-548","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-4399877","26 500CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4399877_uploaded_image1_1696286458.jpg","Caisse de 50 poussins de chairs : 26 500 fr cfa 
ces prix ont été fixés en fonction de notre coût de production unitaire et en tenant compte du prix des concurrents."
"1766772223-549","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4406771","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4406771_uploaded_image1_1696680728.jpg","Pigeon voyageur qui sort des couleur d'une beautèe rare"
"1766772225-550","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4406776","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4406776_uploaded_image1_1696680924.jpg","Pigeon voyageur qui sort des couleurs rare:  jaune rouge et.c"
"1766772228-551","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4408360","35 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4408360_uploaded_image1_1696785290.jpg","Lapin jeune couple papillon et métisse géant avec livraison incluse"
"1766772230-552","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-4418898","2 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4418898_uploaded_image1_1697460446.jpg","Pigeon à vendre"
"1766772233-553","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4418908","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4418908_uploaded_image1_1697461394.jpg","Pigeon voyageur"
"1766772235-554","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4418917","3 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4418917_uploaded_image1_1697461219.jpg","Pigeons avec des plumes aux pattes"
"1766772237-555","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageur-de-competition-4418928","15 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4418928_uploaded_image1_1697461664.jpg","Pigeon voyageur de compétition deux couleurs"
"1766772240-556","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochons-dinde-4425812","15 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4425812_uploaded_image1_1697988348.jpg","Je vends des mâles cochons d'inde de très belles couleurs a keur massar rond point gouy gui"
"1766772242-557","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereau-4425850","10 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4425850_uploaded_image1_1697991508.jpg","Lapereau"
"1766772245-558","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereau-4433087","10 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4433087_uploaded_image1_1698427048.jpg","Lapereau"
"1766772247-559","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-4434579","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4434579_uploaded_image1_1698581736.jpg","Je vends ce paire de lapins qui est prés à 
 produire.
je peux aussi l'échangée contre une paire de pigeon texan.
si ces texan sont des nouvelles souche je vous donnerai mes lapins et une paire de pigeon"
"1766772250-560","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4435893","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4435893_uploaded_image1_1698681315.jpg","Geant des flandres"
"1766772252-561","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coqs-4444985","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4444985_uploaded_image1_1699208691.jpg","Vente de poules et coqs de différentes races ""wolof, ermine,..."" prix sur demande."
"1766772255-562","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4453957","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4453957_uploaded_image1_1699727543.jpg","Bonjour je vends des lapin géant de flandre le parent pure race père 12kg mère 11kg"
"1766772257-563","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelle-lapin-demi-sang-cage-4464349","40 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4464349_uploaded_image1_1700417993.jpg","Jeune femelle a vendre et son cage pour plus d’info contactez-moi"
"1766772263-564","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahor-4471579","40 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4471579_uploaded_image1_1700864120.jpg","Pigeons lahor grand gabrie couple qui a commencé à produire dans la saison passe fait mois signe sur watshap plus de photo et de vidéo machaalla mbour joal fadhioute mbour sénégal livraison gratuite et partout au sénégal a mbour joal fadhioute pigeon granadino ibériques comment vas lep diam"
"1766772265-565","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-king-blanc-4471585","75 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4471585_uploaded_image1_1700864393.jpg","Pigeon king blanc sec pigeon de race importés couple king blanc sec qui a commencé a produire nouveau souche gros gabrie adresse mbour joal fadhioute mbour sénégal livraison gratuite"
"1766772267-566","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-male-4473399","18 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4473399_uploaded_image1_1701019994.jpg","Lapin angora male de 8 mois."
"1766772270-567","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-male-4473413","8 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4473413_uploaded_image1_1701020741.jpg","Je vends mon lapin angora male de 8 mois à sebikotane"
"1766772272-568","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4490937","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4490937_uploaded_image1_1702037014.jpg","Femelle"
"1766772275-569","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lapin-francais-4505989","40 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4505989_uploaded_image1_1702996795.jpg","Adulte"
"1766772277-570","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lapereau-4505997","40 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4505997_uploaded_image1_1702997024.jpg",""
"1766772280-571","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-4509252","3 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4509252_uploaded_image1_1703175319.jpg","Gros poulets de 45 jours minimum. quantité et qualité, contactez nous"
"1766772282-572","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lapin-4509856","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4509856_uploaded_image1_1703213564.jpg","Adulte disponible"
"1766772285-573","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-fauve-male-4512680","80 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4512680_uploaded_image1_1703431761.jpg",""
"1766772287-574","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4513225","Prix sur demande","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4513225_uploaded_image1_1703497424.jpg",""
"1766772290-575","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-4513662","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4513662_uploaded_image2_1703531881.jpeg","Vente de pigeon"
"1766772292-576","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4517612","35 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4517612_uploaded_image1_1703770805.jpg","Trois femmel demi sang geant flandre"
"1766772295-577","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4542193","5 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4542193_uploaded_image1_1705080975.jpg","Je vend des pigeons  moins  cher"
"1766772297-578","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4542217","5 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4542217_uploaded_image1_1705082041.jpg","Je vend  des pigeons moins  cher"
"1766772300-579","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paire-pigeon-jeune-king-4545200","60 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4545200_uploaded_image1_1705269534.jpg",""
"1766772302-580","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-king-4548383","60 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4548383_uploaded_image1_1705424797.jpg","Couple king bague"
"1766772305-581","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chaire-4555523","5 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4555523_uploaded_image1_1705793143.jpg","Vente de poulets de chairs reproducteurs parentaux 2 mois et demis
 à 5 mois les poules pourront reproduire avec les mâles"
"1766772307-582","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereau-4556321","10 000CFA","Lac rose, Sénégal","https://images.coinafrique.com/thumb_4556321_uploaded_image1_1705859521.jpg","Lapereau"
"1766772310-583","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-modain-4561395","160 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4561395_uploaded_image1_1706128448.jpg",""
"1766772312-584","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahor-4565457","20 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4565457_uploaded_image1_1706369680.jpg","Jeune paire pigeon lahor"
"1766772314-585","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couples-lapereaux-4587998","100 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4587998_uploaded_image1_1707587252.jpg","Lapereaux 100000"
"1766772317-586","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-couple-mondain-4598304","170 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4598304_uploaded_image1_1708179510.jpg","Jeune couple mondain noir disponible baguée 2024 standard"
"1766772319-587","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-marans-4603800","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4603800_uploaded_image1_1708477906.jpg","Poussin maran au"
"1766772322-588","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4612083","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4612083_uploaded_image1_1708939903.jpg","Élevage saint très propre"
"1766772324-589","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahman-bleu-lemon-4612273","40 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4612273_uploaded_image1_1708946489.jpg","Brahman bleu lemon pur sang"
"1766772327-590","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chairs-4612683","3 500CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4612683_uploaded_image1_1708957200.jpg","Poulets de chairs de bonne qualités déjà nettoyés.
poids compris entre 1kg900 2kg 2kg100 et plus"
"1766772329-591","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-oie-4619799","35 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4619799_uploaded_image1_1709296095.jpg","Poussins oie de toulouse disponible pour plus d’info contactez-moi"
"1766772332-592","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-manteau-opale-4621197","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4621197_uploaded_image1_1709366454.jpg","Des couples voyageurs manteau opale dispo"
"1766772334-593","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4623025","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623025_uploaded_image1_1709471989.jpg","Je vends des pigeon de race boulant et king et texan et d'autres prix très agréable fait vous vite"
"1766772337-594","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4624891","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4624891_uploaded_image1_1709566248.jpg",""
"1766772339-595","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-king-4624920","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4624920_uploaded_image1_1709567189.jpg",""
"1766772342-596","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-boulant-4624925","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4624925_uploaded_image1_1709567352.jpg",""
"1766772344-597","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahma-4644724","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4644724_uploaded_image1_1710589505.jpg","Brahma à vendre en urgence. Urgence. Envoyez un message sur Whatsapp si vous êtes intéressés svp svp."
"1766772347-598","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-brahma-hermine-standard-4650066","80 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4650066_uploaded_image1_1710871182.jpg",""
"1766772349-599","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/ufs-a-couver-4651892","12 500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4651892_uploaded_image1_1710962341.jpg","Vente d'œufs bleus hollandais à couver
en gros  et par tablette"
"1766772352-600","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-mondain-4653298","225 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4653298_uploaded_image1_1711039158.jpg","Salam les amis éleveurs je mets à votre disposition de jolis couples mondains jeunes et adulte standard issu d'une production de souches importées allant du bleu à lopal .veuillez me confiez vos désirs je saurais les satisfaires inshaa allah!"
"1766772354-601","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-texan-4653331","80 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4653331_uploaded_image1_1711039616.jpg","Salut
je vends de jolis couple de pigeon de la race texan"
"1766772357-602","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4662585","50 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4662585_uploaded_image1_1711547077.jpg","Salam la famille ,
aujourd'hui je vous présente mes pigeons de chairs issus de plusieurs années de sélections 
les critères recherchés étaient : une masse pondérale assez importante, de bon parents, une croissance rapide , et une bonne résistance au maladie.
après un travail de longue date je vous propose des sujets prêtent pour vos projets de production de viande de pigeon bio de qualité mais aussi de bon nourriciers au cas où vous possédez d'autres races. veuillez bien me contacter pour plus dinfo merci!"
"1766772359-603","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-andalou-4664895","300CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4664895_uploaded_image1_1711663431.jpg","Pigeon mondain bleu andalou"
"1766772362-604","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-a-manteau-4664901","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4664901_uploaded_image1_1711663618.jpg","Pigeons voyageurs a manteau"
"1766772364-605","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelle-andalou-4667144","250 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667144_uploaded_image1_1711815313.jpg","Femelle andalou disponible année 2023"
"1766772367-606","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-4667518","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_4667518_uploaded_image1_1711842967.jpg",""
"1766772369-607","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-ecailler-4685152","170 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4685152_uploaded_image1_1712756876.jpg","Salut couple mondain écailler noir disponible année 2024 sur la bague"
"1766772372-608","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-pigeons-voyageur-4690857","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4690857_uploaded_image1_1713063525.jpg",""
"1766772374-609","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-male-voyageur-4690859","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4690859_uploaded_image1_1713063647.jpg",""
"1766772377-610","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-4703012","13 500CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4703012_uploaded_image1_1713680804.jpg",""
"1766772379-611","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-king-male-4704120","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4704120_uploaded_image1_1713750109.jpg",""
"1766772382-612","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-4714367","20 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_4714367_uploaded_image1_1714245668.jpg","Bonjour je vend une paire de lapin angora pure sang a un prix tres abordable"
"1766772384-613","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-negre-de-soie-4723223","35 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4723223_uploaded_image1_1714727157.jpg","Nègre de soie unité 35.000"
"1766772387-614","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-4729764","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4729764_uploaded_image1_1715037972.jpg",""
"1766772389-615","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-4738369","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4738369_uploaded_image1_1715444473.jpg","Je vends des brahman orpington, métisse brahmane,-bleue hollandaise"
"1766772392-616","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-4696598","1 500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4696598_uploaded_image1_1713352074.jpg","Délectez-vous de la qualité supérieure avec notre sélection de poulets de chair premium. élevés avec soin et nourris de manière naturelle, nos poulets offrent une tendresse inégalée et une saveur exquise à chaque bouchée. que ce soit pour un repas en famille ou une soirée entre amis, nos poulets sont la garantie d'un festin mémorable. savourez l'excellence à chaque plat et découvrez une nouvelle dimension de plaisir culinaire. commandez dès maintenant et faites l'expérience du goût authentique à son meilleur !"
"1766772421-617","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-4767951","2 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4767951_uploaded_image1_1716976720.jpg","Produit de bon qualité"
"1766772423-618","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-race-4787594","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4787594_uploaded_image1_1717954434.jpg","À la recherche des meilleures poules de race(herminé,cochin bleu,) au sénégal ? ???? découvrez nos poules exceptionnelles, connues pour leur haute production d'œufs et leur résistance aux maladies. ???? ???? profitez de 10% de réduction avec le code promopoules10 sur votre première commande ! ???? contactez-nous dès maintenant"
"1766772430-619","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-4807398","95 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4807398_uploaded_image1_1719187421.jpg","je vends des brahma de lignèes pures adulte et jeuné disponible stock limité contactez moi sur whatsapp"
"1766772433-620","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-du-pays-4807968","3 500CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_4807968_uploaded_image1_1719229010.jpg",""
"1766772435-621","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/hermines-et-cochins-4817873","500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4817873_uploaded_image1_1719747122.jpg","Vente flash trois hermines femelles et deux cochins males"
"1766772442-622","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-hermine-standard-4824502","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4824502_uploaded_image1_1720037338.jpg",""
